fraud,trustLevel,totalScanTimeInSeconds,lineItemVoids,quantityModification,grandTotal,scannedLineItemsPerSecond,valuePerSecond,lineItemVoidsPerPosition,scansWithoutRegistration
1,1,1503,6,0,57.34,0.0192947,0.0381504,0.206897,5
1,1,170,1,5,20.17,0.158824,0.118647,0.037037,5
1,2,1368,3,1,42.72,0.0204678,0.0312281,0.107143,6
1,2,1796,8,1,57.44,0.016147,0.0319822,0.275862,5
1,1,1294,3,3,47.75,0.0208655,0.0369011,0.111111,6
1,1,1146,9,1,73.78,0.0253054,0.0643805,0.310345,4
1,1,1382,4,5,22.69,0.0209841,0.0164182,0.137931,6
1,1,1304,10,1,47.15,0.0222393,0.036158,0.344828,4
1,1,1791,9,4,89.36,0.0111669,0.0498939,0.45,2
1,1,787,4,3,79.58,0.0304956,0.101118,0.166667,9
1,1,1119,5,3,85.48,0.0250223,0.0763896,0.178571,2
1,1,318,6,2,59.33,0.0849057,0.186572,0.222222,10
1,1,608,3,0,93.24,0.0476974,0.153355,0.103448,2
1,2,1225,2,4,99.63,0.0220408,0.0813306,0.0740741,9
1,1,1542,4,3,50.01,0.0142672,0.0324319,0.181818,10
1,1,1056,8,4,69.59,0.0265152,0.0658996,0.285714,0
1,2,1362,0,4,59.76,0.0220264,0.0438767,0,10
1,1,1669,8,0,51.46,0.014979,0.0308328,0.32,10
1,1,720,9,0,5,0.0375,0.00694444,0.333333,6
1,1,1713,11,3,64.64,0.012843,0.037735,0.5,0
1,1,1588,11,1,84.15,0.018262,0.0529912,0.37931,6
1,1,1366,3,1,45.66,0.0146413,0.0334261,0.15,10
1,1,1802,6,4,81.54,0.0110988,0.0452497,0.3,4
1,1,473,9,5,28,0.0528541,0.0591966,0.36,9
1,1,1458,7,4,62.51,0.0171468,0.0428738,0.28,7
1,1,490,10,0,59.17,0.0489796,0.120755,0.416667,6
1,2,1803,6,3,93.7,0.0166389,0.0519689,0.2,10
1,1,292,8,1,44.79,0.0958904,0.15339,0.285714,8
1,1,493,3,2,84.2,0.0527383,0.170791,0.115385,6
1,1,1793,4,5,63.05,0.016174,0.0351645,0.137931,10
1,2,1344,10,5,76.19,0.0200893,0.056689,0.37037,6
1,1,1714,10,5,78.9,0.0157526,0.0460327,0.37037,4
1,1,1452,8,4,57.48,0.0179063,0.0395868,0.307692,7
1,1,416,10,0,90.18,0.0673077,0.216779,0.357143,10
1,2,1239,11,4,85.51,0.0185634,0.0690153,0.478261,8
1,1,554,9,4,47.27,0.0523466,0.0853249,0.310345,5
1,1,1812,11,5,41.7,0.0143488,0.0230132,0.423077,5
1,1,1074,1,5,43.21,0.0270019,0.0402328,0.0344828,9
1,1,1815,11,2,18.7,0.0104683,0.010303,0.578947,9
1,2,1782,2,1,2.72,0.0162738,0.00152637,0.0689655,6
1,2,1633,8,5,62.77,0.0159216,0.0384385,0.307692,8
1,1,1601,9,5,3.3,0.0187383,0.00206121,0.3,4
1,1,782,4,1,85.6,0.0370844,0.109463,0.137931,8
1,1,1534,8,1,91.65,0.017601,0.0597458,0.296296,2
1,1,1287,3,0,90.82,0.022533,0.0705672,0.103448,8
1,1,1065,8,5,60.36,0.0253521,0.0566761,0.296296,10
1,1,1029,11,1,42.17,0.0233236,0.0409815,0.458333,2
1,1,1786,11,1,37.47,0.0111982,0.0209798,0.55,2
1,1,271,7,3,10.74,0.0922509,0.039631,0.28,10
1,1,1261,11,4,44.13,0.0237906,0.034996,0.366667,5
1,1,84,7,3,34.66,0.357143,0.412619,0.233333,3
1,1,1772,6,2,57.66,0.015237,0.0325395,0.222222,7
1,1,1095,10,1,25.89,0.0255708,0.0236438,0.357143,10
1,1,1390,11,0,2.04,0.018705,0.00146763,0.423077,2
1,1,923,10,2,96.12,0.0260022,0.104139,0.416667,8
1,1,91,8,5,38.5,0.318681,0.423077,0.275862,10
1,1,1807,7,2,85.7,0.0160487,0.0474267,0.241379,0
1,1,854,0,2,89.39,0.0339578,0.104672,0,5
1,2,1592,7,4,99.26,0.0175879,0.0623492,0.25,1
1,2,1150,10,2,93.71,0.0217391,0.081487,0.4,8
1,1,242,11,2,99.14,0.0991736,0.409669,0.458333,10
1,1,418,10,3,29.11,0.0574163,0.0696411,0.416667,8
1,1,294,1,1,64.8,0.0986395,0.220408,0.0344828,9
1,1,1489,9,4,24.82,0.0141034,0.0166689,0.428571,10
1,1,1713,8,5,97.39,0.0157618,0.0568535,0.296296,9
1,1,1823,11,1,38.94,0.0115195,0.0213604,0.52381,7
1,1,1445,1,0,88.88,0.0193772,0.0615087,0.0357143,3
1,1,218,11,3,5.83,0.12844,0.0267431,0.392857,9
1,1,772,8,5,34.02,0.0349741,0.0440674,0.296296,6
1,1,288,5,4,84.59,0.104167,0.293715,0.166667,4
1,1,1593,1,1,72.85,0.0175769,0.0457313,0.0357143,9
1,2,1226,2,2,19.05,0.0228385,0.0155383,0.0714286,8
1,1,1529,9,1,85.18,0.0111184,0.0557096,0.529412,9
1,1,1426,5,1,19.8,0.0196353,0.013885,0.178571,4
1,1,726,6,4,45.32,0.0371901,0.0624242,0.222222,3
1,1,929,8,0,80.16,0.0279871,0.0862863,0.307692,4
1,1,1423,0,0,75.98,0.0147576,0.0533942,0,10
1,1,1799,7,1,82.23,0.0144525,0.0457087,0.269231,3
1,2,1692,6,5,2.16,0.0171395,0.0012766,0.206897,4
1,1,1130,10,1,39.43,0.0230088,0.0348938,0.384615,10
1,1,1589,0,5,52.63,0.0144745,0.0331215,0,6
1,2,1613,5,0,84.81,0.017359,0.052579,0.178571,10
1,1,587,3,1,31.26,0.0511073,0.0532538,0.1,6
1,1,492,7,5,22.22,0.050813,0.0451626,0.28,7
1,1,449,10,3,49.5,0.0489978,0.110245,0.454545,5
1,1,467,9,5,83.01,0.0535332,0.177752,0.36,4
1,2,1488,9,5,75.34,0.0201613,0.0506317,0.3,0
1,1,1507,10,0,67.72,0.0152621,0.044937,0.434783,9
1,1,64,6,0,53.01,0.421875,0.828281,0.222222,10
1,1,1275,11,0,23.53,0.0156863,0.0184549,0.55,8
1,1,937,4,2,81.63,0.0277481,0.0871185,0.153846,2
1,2,1652,11,2,79.42,0.0157385,0.0480751,0.423077,1
1,1,803,11,0,18.07,0.0286426,0.0225031,0.478261,7
1,1,1631,11,5,34.87,0.0116493,0.0213795,0.578947,3
1,1,610,7,4,66.85,0.0377049,0.10959,0.304348,10
1,2,1468,10,1,99.85,0.0190736,0.0680177,0.357143,7
1,1,1716,9,5,49.01,0.0110723,0.0285606,0.473684,10
1,2,1802,10,5,96.9,0.0127636,0.0537736,0.434783,8
1,1,1513,4,2,39.21,0.0152016,0.0259154,0.173913,1
1,1,1533,7,2,82.01,0.0169602,0.0534964,0.269231,4
1,1,1719,6,3,92.67,0.0145433,0.0539092,0.24,5
1,2,1477,11,3,86.91,0.0203114,0.0588422,0.366667,3
1,1,561,9,5,23.47,0.0392157,0.041836,0.409091,8
1,1,639,10,0,84.88,0.0469484,0.132833,0.333333,1
1,1,1471,6,2,44.08,0.0197145,0.029966,0.206897,3
1,1,1488,9,0,13.22,0.0201613,0.00888441,0.3,2
1,2,1045,7,1,50.5,0.0287081,0.0483254,0.233333,10
1,1,1353,5,4,6.86,0.0221729,0.00507021,0.166667,8
1,1,1718,1,0,54.72,0.0157159,0.031851,0.037037,1
1,1,1064,1,0,22.98,0.0234962,0.0215977,0.04,9
1,2,613,7,1,15.71,0.0473083,0.0256281,0.241379,9
1,1,1691,7,4,78.43,0.0165582,0.0463808,0.25,7
1,1,1288,10,1,45.89,0.0186335,0.0356289,0.416667,5
1,2,626,10,3,19.24,0.0463259,0.0307348,0.344828,8
1,1,1020,2,5,75.34,0.0264706,0.0738627,0.0740741,8
1,1,397,8,5,80.99,0.0680101,0.204005,0.296296,3
1,1,494,9,3,90.1,0.0607287,0.182389,0.3,5
1,1,900,1,3,65.69,0.0322222,0.0729889,0.0344828,1
1,1,616,5,4,57.77,0.0470779,0.0937825,0.172414,6
1,1,1293,6,2,26.07,0.0170147,0.0201624,0.272727,6
1,1,1596,3,5,31.63,0.0150376,0.0198183,0.125,4
1,2,987,10,5,7.96,0.029382,0.00806484,0.344828,10
1,1,453,11,4,74.84,0.0640177,0.16521,0.37931,1
1,1,1264,0,4,9.35,0.0213608,0.00739715,0,6
1,1,1736,8,3,11.59,0.0120968,0.00667627,0.380952,6
1,1,1113,10,4,13.6,0.0215633,0.0122192,0.416667,3
1,2,654,9,2,58.92,0.0458716,0.0900917,0.3,6
1,1,1613,1,0,70.78,0.0148791,0.043881,0.0416667,8
1,1,1678,10,3,44.17,0.0131108,0.026323,0.454545,8
1,1,771,8,5,82.34,0.0389105,0.106796,0.266667,8
1,1,1825,1,4,43.1,0.0120548,0.0236164,0.0454545,7
1,1,1228,9,4,86.34,0.0179153,0.0703094,0.409091,7
1,1,478,6,2,28.01,0.0627615,0.0585983,0.2,5
1,1,1323,10,0,60.06,0.0136054,0.0453968,0.555556,9
1,1,887,10,3,74.25,0.0315671,0.0837091,0.357143,7
1,2,1415,9,0,22.58,0.0190813,0.0159576,0.333333,4
1,1,1156,11,0,90.79,0.0250865,0.0785381,0.37931,0
1,1,47,11,3,16.56,0.638298,0.35234,0.366667,7
1,1,1445,1,0,33.04,0.0186851,0.0228651,0.037037,9
1,1,673,10,0,85.84,0.0430906,0.127548,0.344828,7
1,2,1720,9,3,15.69,0.0139535,0.00912209,0.375,5
1,1,1322,0,3,41.68,0.02118,0.031528,0,1
1,1,1579,0,2,65.5,0.0189994,0.041482,0,1
1,2,1384,8,0,61.03,0.0209538,0.0440968,0.275862,10
1,1,1174,6,1,8.7,0.0238501,0.00741056,0.214286,2
1,1,686,10,1,84.56,0.0379009,0.123265,0.384615,0
1,2,1522,11,2,23.54,0.0190539,0.0154665,0.37931,6
1,1,1177,9,3,12.78,0.0186916,0.0108581,0.409091,10
1,1,572,8,2,50.55,0.048951,0.0883741,0.285714,0
1,1,1421,0,5,61.39,0.018297,0.043202,0,6
1,2,1010,11,0,95.23,0.0287129,0.0942871,0.37931,4
1,1,1071,7,0,61.01,0.0261438,0.0569655,0.25,2
1,1,1550,9,1,56.04,0.0129032,0.0361548,0.45,4
1,2,1571,1,2,55.93,0.0190961,0.0356015,0.0333333,8
1,2,1749,2,0,41.21,0.0160091,0.023562,0.0714286,7
1,1,1736,6,3,45.97,0.015553,0.0264804,0.222222,9
1,1,915,11,3,89.86,0.0229508,0.0982077,0.52381,7
1,1,943,11,0,0.1,0.0275716,0.000106045,0.423077,2
1,1,1571,11,5,22.44,0.0152769,0.0142839,0.458333,1
1,1,983,7,1,54.49,0.0274669,0.0554323,0.259259,5
1,1,1437,2,2,92.05,0.0201809,0.0640571,0.0689655,10
1,2,1704,4,5,1.18,0.0176056,0.000692488,0.133333,10
1,1,400,10,1,6.98,0.07,0.01745,0.357143,6
1,1,1549,2,0,47.52,0.0154939,0.0306779,0.0833333,5
1,1,317,4,0,64.74,0.0820189,0.204227,0.153846,6
1,1,1611,2,4,60.87,0.0167598,0.037784,0.0740741,6
1,1,612,2,2,0.64,0.0457516,0.00104575,0.0714286,9
1,2,1600,10,5,20.75,0.015625,0.0129687,0.4,5
1,1,606,8,0,55.44,0.0429043,0.0914851,0.307692,8
1,1,985,9,3,82.38,0.022335,0.0836345,0.409091,3
1,1,1721,7,4,61.29,0.0162696,0.035613,0.25,8
1,1,206,6,5,3.6,0.126214,0.0174757,0.230769,6
1,1,107,9,2,17.34,0.252336,0.162056,0.333333,8
1,1,314,5,4,36.79,0.0764331,0.117166,0.208333,8
1,2,1698,11,2,69.52,0.0176678,0.0409423,0.366667,5
1,2,1353,2,2,49.63,0.0214339,0.0366814,0.0689655,10
1,2,1733,6,0,95.31,0.016734,0.0549971,0.206897,2
1,1,1496,9,0,19.1,0.0167112,0.0127674,0.36,2
1,1,1581,1,5,66.62,0.0164453,0.0421379,0.0384615,6
1,2,513,11,0,2.36,0.0526316,0.00460039,0.407407,10
1,2,567,9,4,92.71,0.0493827,0.16351,0.321429,7
1,2,1599,9,1,15.96,0.0168856,0.00998124,0.333333,9
1,2,1609,8,4,25.75,0.0174021,0.0160037,0.285714,6
1,1,1495,3,0,66.42,0.0140468,0.0444281,0.142857,8
1,1,1767,2,2,63.82,0.0124505,0.0361177,0.0909091,10
1,1,948,1,2,85.75,0.0316456,0.0904536,0.0333333,5
1,1,1630,5,1,90.78,0.0165644,0.0556933,0.185185,0
1,1,907,9,4,22.84,0.0275634,0.0251819,0.36,9
1,1,1767,11,5,0.87,0.016412,0.00049236,0.37931,5
1,1,1742,11,2,31.67,0.0149254,0.0181803,0.423077,10
1,1,1554,9,3,10.51,0.0160875,0.00676319,0.36,1
1,1,1767,6,3,20.3,0.0107527,0.0114884,0.315789,5
1,2,1503,3,2,28.05,0.0186294,0.0186627,0.107143,9
1,1,1394,8,3,88.73,0.0172166,0.0636514,0.333333,2
1,1,1116,8,1,37.93,0.0241935,0.0339875,0.296296,5
1,1,1233,9,0,53.08,0.0243309,0.0430495,0.3,3
1,1,598,10,0,14.3,0.0401338,0.023913,0.416667,6
1,2,1519,8,3,34.2,0.0184332,0.0225148,0.285714,4
1,1,1696,10,0,26.29,0.0135613,0.0155012,0.434783,6
1,1,1803,5,3,94.41,0.0160843,0.0523627,0.172414,3
1,1,1141,11,1,22.01,0.0236635,0.0192901,0.407407,6
1,1,1591,0,0,36.37,0.0182275,0.0228598,0,1
1,1,1568,8,2,78.79,0.0172194,0.0502487,0.296296,3
1,1,257,2,4,9.68,0.105058,0.0376654,0.0740741,10
1,1,696,1,1,0.98,0.0431034,0.00140805,0.0333333,9
1,1,1201,10,0,23.37,0.0249792,0.0194588,0.333333,4
1,2,1545,11,5,83.93,0.015534,0.0543236,0.458333,6
1,1,351,3,2,74.58,0.0797721,0.212479,0.107143,10
1,1,1710,0,4,83.05,0.0146199,0.0485673,0,4
1,1,1465,10,4,78.16,0.0156997,0.0533515,0.434783,7
1,2,1621,6,4,3.18,0.0172733,0.00196175,0.214286,4
1,1,1595,9,2,70.35,0.0131661,0.0441066,0.428571,2
1,1,1072,6,0,82.41,0.0279851,0.076875,0.2,6
1,1,1355,0,4,83.18,0.0199262,0.0613875,0,5
1,1,1334,6,3,69.43,0.0164918,0.0520465,0.272727,10
1,1,1236,10,1,21.34,0.0169903,0.0172654,0.47619,9
1,1,864,8,0,90.96,0.0324074,0.105278,0.285714,8
1,1,1555,4,3,60.25,0.0186495,0.038746,0.137931,2
1,1,605,6,3,91.43,0.0413223,0.151124,0.24,8
1,1,242,3,1,51.51,0.115702,0.212851,0.107143,1
1,1,957,4,1,99.74,0.0271682,0.104222,0.153846,4
1,1,1086,5,4,83.6,0.0257827,0.0769797,0.178571,5
1,2,1776,2,5,49.83,0.0157658,0.0280574,0.0714286,9
1,1,1148,3,1,41.78,0.0243902,0.0363937,0.107143,2
1,1,1642,8,0,57.89,0.0152253,0.0352558,0.32,7
1,1,1130,8,1,65.63,0.0256637,0.0580796,0.275862,10
1,1,722,9,2,76.12,0.0387812,0.105429,0.321429,6
1,1,493,3,4,0.42,0.0547667,0.000851927,0.111111,8
1,1,1656,10,1,30.78,0.0138889,0.018587,0.434783,9
1,1,332,4,5,41.66,0.0843373,0.125482,0.142857,4
1,1,1295,6,0,13.51,0.0200772,0.0104324,0.230769,1
1,2,944,7,0,41.49,0.029661,0.0439513,0.25,7
1,1,58,7,1,79.15,0.448276,1.36466,0.269231,9
1,1,1047,2,5,94.77,0.0276982,0.0905158,0.0689655,8
1,1,533,0,5,17.63,0.0525328,0.0330769,0,8
1,1,782,8,5,63.72,0.0370844,0.0814834,0.275862,10
1,1,1125,2,3,34.28,0.0266667,0.0304711,0.0666667,1
1,1,1191,11,4,30.1,0.0193115,0.0252729,0.478261,10
1,1,1327,7,2,64.99,0.0173323,0.0489751,0.304348,8
1,1,872,0,1,16.6,0.0309633,0.0190367,0,8
1,1,621,7,4,7.7,0.041868,0.0123994,0.269231,9
1,1,437,10,2,15.8,0.0549199,0.0361556,0.416667,5
1,1,1566,9,0,44.68,0.0172414,0.0285313,0.333333,8
1,1,1259,8,5,31.87,0.0182685,0.0253137,0.347826,2
1,1,1138,5,4,86.01,0.0246046,0.07558,0.178571,10
1,1,1653,9,3,15.99,0.0169389,0.00967332,0.321429,8
1,1,1737,3,5,23.65,0.0126655,0.0136154,0.136364,7
1,1,1671,8,3,19.43,0.010772,0.0116278,0.444444,10
1,1,1764,1,1,1.89,0.0136054,0.00107143,0.0416667,8
1,1,1096,5,2,77.14,0.0264599,0.0703832,0.172414,10
1,1,1772,2,3,87.6,0.013544,0.0494357,0.0833333,6
1,1,369,7,1,81.2,0.0596206,0.220054,0.318182,8
1,2,1438,8,4,34.35,0.0187761,0.0238873,0.296296,7
1,1,1800,9,5,58.56,0.0133333,0.0325333,0.375,4
1,1,1408,10,5,79.57,0.0184659,0.0565128,0.384615,4
1,2,996,11,0,78.18,0.0301205,0.078494,0.366667,6
1,1,1306,4,0,8.53,0.0199081,0.00653139,0.153846,8
1,2,1805,0,1,65.94,0.0155125,0.0365319,0,8
1,1,764,8,4,8.81,0.0314136,0.0115314,0.333333,8
1,1,1071,11,1,19.37,0.0233427,0.0180859,0.44,0
1,1,1489,6,0,7.26,0.0167898,0.00487576,0.24,10
1,1,1091,3,0,7.38,0.0256645,0.00676444,0.107143,3
1,1,651,8,1,90.87,0.0384025,0.139585,0.32,9
1,2,219,9,5,21.05,0.123288,0.0961187,0.333333,9
1,1,1024,8,3,96.57,0.0214844,0.0943066,0.363636,5
1,1,1307,6,5,58.15,0.0198929,0.0444912,0.230769,8
1,1,814,1,5,42.17,0.034398,0.0518059,0.0357143,7
1,1,1598,11,0,12.05,0.014393,0.00754068,0.478261,1
1,1,1271,5,1,74.83,0.0196696,0.0588749,0.2,8
1,1,1422,6,3,5.16,0.0189873,0.00362869,0.222222,2
1,1,1778,8,3,92.7,0.015748,0.0521372,0.285714,7
1,1,1368,10,0,16.41,0.0190058,0.0119956,0.384615,6
1,1,961,6,1,66.44,0.0260146,0.0691363,0.24,9
1,1,1114,2,5,79.51,0.02693,0.0713734,0.0666667,5
1,2,226,9,0,45.53,0.132743,0.20146,0.3,6
1,1,1599,6,2,42,0.0175109,0.0262664,0.214286,1
1,1,1432,11,5,83.41,0.0160615,0.0582472,0.478261,4
1,2,849,7,2,29,0.0341578,0.0341578,0.241379,10
1,1,1786,7,2,53.01,0.0145577,0.0296809,0.269231,1
1,1,1444,5,1,35.28,0.0200831,0.0244321,0.172414,1
1,1,1770,1,0,66.97,0.0146893,0.0378362,0.0384615,3
1,1,216,9,1,25.59,0.125,0.118472,0.333333,7
1,1,408,10,4,8.98,0.0686275,0.0220098,0.357143,2
1,2,1326,10,3,21.2,0.0196078,0.0159879,0.384615,9
1,1,1315,10,3,27.76,0.0152091,0.0211103,0.5,10
1,2,1660,1,3,39.88,0.0174699,0.0240241,0.0344828,10
1,2,530,10,4,5.91,0.0566038,0.0111509,0.333333,8
1,1,1813,10,0,88.83,0.0143409,0.0489961,0.384615,5
1,1,1787,10,5,39.32,0.0162283,0.0220034,0.344828,0
1,2,1088,7,5,7.06,0.0257353,0.00648897,0.25,10
1,2,1307,3,0,85.19,0.0229533,0.0651798,0.1,6
1,1,769,6,5,61.58,0.0312094,0.080078,0.25,5
1,1,271,9,4,14.71,0.110701,0.0542804,0.3,4
1,1,1609,6,5,64.69,0.0167806,0.0402051,0.222222,9
1,1,954,6,3,43.61,0.0303983,0.0457128,0.206897,10
1,1,1441,1,0,68.7,0.018043,0.0476752,0.0384615,5
1,1,1449,9,2,91.56,0.0179434,0.0631884,0.346154,7
1,2,1135,11,0,87.13,0.0237885,0.0767665,0.407407,7
1,1,536,10,3,67.08,0.0485075,0.125149,0.384615,3
1,1,1663,3,0,36.23,0.0180397,0.0217859,0.1,2
1,1,1523,6,1,61.27,0.0183848,0.0402298,0.214286,0
1,1,1750,9,3,76.53,0.012,0.0437314,0.428571,5
1,1,602,9,4,97.15,0.0448505,0.161379,0.333333,2
1,1,688,10,5,13.33,0.0348837,0.019375,0.416667,9
1,1,516,9,5,14.57,0.0503876,0.0282364,0.346154,10
1,1,1152,10,5,43.23,0.0182292,0.037526,0.47619,7
1,2,1004,2,5,64.36,0.0288845,0.0641036,0.0689655,8
1,1,281,8,4,15.76,0.0818505,0.0560854,0.347826,8
1,1,1540,10,4,15.08,0.012987,0.00979221,0.5,4
1,2,1762,4,4,14.31,0.015891,0.00812145,0.142857,5
1,1,999,4,0,40.66,0.027027,0.0407007,0.148148,3
1,1,1422,8,3,55.98,0.0189873,0.0393671,0.296296,9
1,2,1675,9,4,90,0.0161194,0.0537313,0.333333,7
1,1,1653,7,2,78.46,0.0114943,0.0474652,0.368421,10
1,1,1739,5,4,28.51,0.0172513,0.0163945,0.166667,0
1,1,1598,3,1,52.56,0.0175219,0.0328911,0.107143,2
1,1,1561,11,0,80.54,0.0179372,0.0515951,0.392857,3
1,2,1812,8,0,46.49,0.013245,0.0256567,0.333333,5
1,2,1464,2,3,43.05,0.0204918,0.0294057,0.0666667,9
1,1,918,5,2,98.14,0.0305011,0.106906,0.178571,4
1,1,697,2,4,53.68,0.0416069,0.0770158,0.0689655,6
1,1,815,7,0,9.51,0.0319018,0.0116687,0.269231,7
1,1,1403,5,1,85.66,0.017819,0.0610549,0.2,8
1,1,767,3,2,58.97,0.0365059,0.076884,0.107143,3
1,2,1272,1,3,37.76,0.0235849,0.0296855,0.0333333,8
1,1,247,8,2,37.97,0.117409,0.153725,0.275862,6
1,2,1306,5,2,93.11,0.0229709,0.071294,0.166667,5
1,1,1259,0,2,36.24,0.019857,0.0287847,0,8
1,1,554,11,0,58.88,0.0397112,0.106282,0.5,9
1,1,1250,4,0,15.85,0.0224,0.01268,0.142857,7
1,1,587,11,0,26.13,0.0494037,0.0445145,0.37931,7
1,1,589,9,0,86.32,0.0458404,0.146553,0.333333,9
1,2,1607,7,0,99.35,0.0186683,0.0618233,0.233333,5
1,1,1099,8,5,77.6,0.0245678,0.0706096,0.296296,7
1,2,1199,10,0,11.68,0.0225188,0.00974145,0.37037,8
1,2,1741,11,2,72.17,0.0155083,0.0414532,0.407407,4
1,1,349,11,3,41.45,0.0659026,0.118768,0.478261,6
1,1,638,6,0,54.84,0.0470219,0.0859561,0.2,7
1,1,1345,6,5,84.8,0.0171004,0.0630483,0.26087,6
1,1,1569,4,0,40.83,0.0172084,0.0260229,0.148148,8
1,2,965,10,2,90.48,0.0290155,0.0937617,0.357143,9
1,1,973,4,3,78.96,0.0215827,0.0811511,0.190476,8
1,1,1330,7,2,52.64,0.0218045,0.0395789,0.241379,7
1,1,1725,6,4,67.38,0.0133333,0.0390609,0.26087,8
1,2,1584,9,2,87.2,0.0176768,0.0550505,0.321429,8
1,1,485,4,5,29.05,0.057732,0.0598969,0.142857,10
1,2,1362,8,4,30.47,0.0198238,0.0223715,0.296296,10
1,1,1493,4,2,74.31,0.0180844,0.0497723,0.148148,1
1,1,805,9,1,44.94,0.0335404,0.0558261,0.333333,3
1,2,1619,9,0,34.9,0.0142063,0.0215565,0.391304,10
1,1,1753,9,5,39.85,0.0171135,0.0227325,0.3,4
1,1,1290,2,1,1.42,0.0209302,0.00110078,0.0740741,10
1,1,737,6,0,13.55,0.0379919,0.0183853,0.214286,8
1,1,1009,5,0,74.4,0.0277502,0.0737364,0.178571,10
1,1,920,6,2,43.55,0.0326087,0.047337,0.2,2
1,1,1632,5,2,52.11,0.0153186,0.0319301,0.2,2
1,1,542,3,3,24.82,0.0498155,0.0457934,0.111111,4
1,1,433,3,3,82.31,0.0554273,0.190092,0.125,10
1,2,1549,5,2,23.12,0.0180762,0.0149258,0.178571,4
1,2,1753,10,0,9.37,0.0171135,0.00534512,0.333333,6
1,1,1521,2,5,48.31,0.0177515,0.031762,0.0740741,4
1,1,1396,3,3,75.28,0.017192,0.0539255,0.125,7
1,1,738,7,4,63.69,0.0379404,0.0863008,0.25,5
1,1,894,11,2,77,0.0268456,0.0861298,0.458333,7
1,2,1618,4,4,42.89,0.0154512,0.026508,0.16,8
1,1,1117,9,4,73.27,0.0259624,0.0655953,0.310345,2
1,1,1752,6,4,48.55,0.0114155,0.0277112,0.3,5
1,1,999,0,0,30.29,0.03003,0.0303203,0,4
1,1,622,1,4,3.36,0.0482315,0.00540193,0.0333333,9
1,1,692,0,0,34.15,0.0375723,0.0493497,0,10
1,1,1161,8,0,91.76,0.0249785,0.0790353,0.275862,2
1,1,1547,1,3,23.71,0.0129282,0.0153264,0.05,9
1,2,1504,6,1,28.41,0.0179521,0.0188896,0.222222,9
1,1,1235,4,5,37.16,0.0194332,0.0300891,0.166667,3
1,2,188,8,1,32.74,0.159574,0.174149,0.266667,8
1,1,857,10,1,92.99,0.0326721,0.108506,0.357143,10
1,2,1606,6,5,83.77,0.0155666,0.0521606,0.24,8
1,1,823,9,1,33.7,0.0352369,0.0409478,0.310345,5
1,2,1495,11,0,70.71,0.0180602,0.0472977,0.407407,4
1,2,1448,6,0,31.9,0.0179558,0.0220304,0.230769,9
1,1,223,9,3,80.17,0.112108,0.359507,0.36,5
1,1,1247,5,4,81.49,0.0240577,0.0653488,0.166667,8
1,1,635,6,5,5.95,0.0456693,0.00937008,0.206897,3
1,2,1482,7,3,74.95,0.0182186,0.0505735,0.259259,8
1,1,1095,7,1,70.07,0.0200913,0.0639909,0.318182,8
1,1,815,6,4,42.54,0.0343558,0.0521963,0.214286,3
1,1,1022,6,2,72.81,0.0254403,0.0712427,0.230769,8
1,1,277,11,5,58.1,0.0974729,0.209747,0.407407,1
1,1,1480,6,4,13.85,0.0189189,0.00935811,0.214286,8
1,2,1828,7,4,83.68,0.0147702,0.0457768,0.259259,7
1,1,757,2,2,94.74,0.0369881,0.125152,0.0714286,8
1,1,1799,6,5,70.19,0.0116732,0.0390161,0.285714,8
1,1,1390,7,0,85.11,0.0172662,0.0612302,0.291667,1
1,1,1607,10,4,34.04,0.0155569,0.0211823,0.4,0
1,1,1801,8,3,98.18,0.0105497,0.0545142,0.421053,10
1,1,1230,9,2,30.94,0.0203252,0.0251545,0.36,8
1,2,1255,7,4,52.54,0.0199203,0.0418645,0.28,8
1,1,1289,7,2,83.06,0.0217223,0.0644375,0.25,1
1,1,784,1,1,53.2,0.0382653,0.0678571,0.0333333,6
1,1,1826,7,2,96.14,0.0115005,0.0526506,0.333333,1
1,1,84,9,1,89.64,0.357143,1.06714,0.3,8
1,1,442,7,0,48.46,0.0475113,0.109638,0.333333,8
1,1,516,5,3,15.24,0.0523256,0.0295349,0.185185,9
1,2,1397,7,3,55.21,0.0207588,0.0395204,0.241379,9
1,1,1374,9,4,74.99,0.0174672,0.0545779,0.375,1
1,1,1175,8,5,49.29,0.0246809,0.0419489,0.275862,5
1,1,1828,2,1,96.21,0.0164114,0.0526313,0.0666667,7
1,1,1061,1,5,48.92,0.0282752,0.0461074,0.0333333,3
1,2,1408,10,3,93.03,0.0213068,0.0660724,0.333333,9
1,1,1826,10,3,33.69,0.0109529,0.0184502,0.5,5
1,1,1491,1,3,32.41,0.0147552,0.0217371,0.0454545,9
1,1,498,10,1,65.12,0.0582329,0.130763,0.344828,4
1,1,347,3,2,3.89,0.0720461,0.0112104,0.12,9
1,1,1778,1,5,42.14,0.0163105,0.0237008,0.0344828,1
1,1,1187,2,5,2.85,0.0252738,0.00240101,0.0666667,1
1,1,1540,1,5,91.57,0.0168831,0.059461,0.0384615,3
1,1,1182,9,2,94.95,0.0228426,0.0803299,0.333333,0
1,2,1809,1,3,70.24,0.0149254,0.0388281,0.037037,5
1,2,1789,11,2,21.17,0.0156512,0.0118334,0.392857,4
1,2,1695,9,3,16.86,0.0171091,0.0099469,0.310345,9
