fraud,totalScanTimeInSeconds,lineItemVoids,quantityModification,grandTotal,scannedLineItemsPerSecond,valuePerSecond,lineItemVoidsPerPosition,scansWithoutRegistration,trustLevel
0,405,6,5,30.67,0.0740741,0.0757284,0.2,3,3
0,579,8,3,0.44,0.0518135,0.000759931,0.266667,9,3
0,1689,8,1,67.36,0.0106572,0.0398816,0.444444,10,5
0,1524,10,3,17.2,0.0170604,0.0112861,0.384615,0,2
0,24,6,5,2.72,0.416667,0.113333,0.6,3,2
0,1584,6,2,39.59,0.0132576,0.0249937,0.285714,2,2
0,1245,2,5,17.02,0.00321285,0.0136707,0.5,5,2
0,1504,4,4,74.6,0.00465426,0.0496011,0.571429,4,6
0,1723,0,0,69.54,0.00174115,0.0403598,0,1,1
1,675,6,1,93.73,0.037037,0.138859,0.24,6,1
0,1624,0,2,44.44,0.0184729,0.0273645,0,2,2
0,1426,8,5,12.84,0.00911641,0.00900421,0.615385,10,3
0,263,4,4,55.24,0.0646388,0.210038,0.235294,0,6
0,1078,4,4,86.06,0.00927644,0.079833,0.4,10,4
0,916,11,4,36.34,0.0262009,0.0396725,0.458333,5,5
0,351,4,4,3.57,0.0598291,0.0101709,0.190476,6,6
0,149,11,5,24.24,0.120805,0.162685,0.611111,5,4
0,127,8,2,53.2,0.102362,0.418898,0.615385,4,1
0,1217,3,4,66.74,0.00410846,0.0548398,0.6,7,6
0,1407,2,2,0.03,0.0113717,2.1322e-05,0.125,5,1
0,754,4,2,84.32,0.0238727,0.11183,0.222222,4,4
1,1348,11,3,27.05,0.0163205,0.0200668,0.5,9,1
0,1129,4,2,78.38,0.0168291,0.0694243,0.210526,1,3
0,1477,3,2,65.25,0.0101557,0.0441774,0.2,9,2
0,933,10,1,96.79,0.0160772,0.103741,0.666667,4,1
0,1617,5,5,23.45,0.00680272,0.0145022,0.454545,5,2
0,624,1,1,26.24,0.0192308,0.0420513,0.0833333,7,4
0,582,9,3,87.03,0.032646,0.149536,0.473684,5,3
0,205,11,4,47.46,0.0146341,0.231512,3.66667,6,3
0,303,4,3,39.62,0.0924092,0.130759,0.142857,2,2
0,1688,0,2,80.38,0.0124408,0.0476185,0,1,1
0,1281,11,5,54.13,0.00156128,0.042256,5.5,9,2
0,1052,11,1,93.97,0.0152091,0.0893251,0.6875,3,6
0,1591,1,4,56.58,0.0113136,0.0355625,0.0555556,10,4
0,1322,8,1,85.17,0.00453858,0.0644251,1.33333,5,3
0,975,5,4,13.8,0.0184615,0.0141538,0.277778,6,5
0,880,6,3,62.97,0.0193182,0.0715568,0.352941,4,1
0,1760,9,1,41.75,0.0142045,0.0237216,0.36,5,3
0,1703,5,0,26.08,0.00469759,0.0153142,0.625,2,4
0,1693,4,5,78.37,0.00649734,0.0462906,0.363636,0,1
0,1561,11,5,19.08,0.00576553,0.0122229,1.22222,3,3
0,1077,6,5,9.75,0.00835655,0.00905292,0.666667,5,1
0,443,11,0,70.34,0.0383747,0.158781,0.647059,3,5
0,1615,10,3,73.18,0.00309598,0.0453127,2,8,3
0,60,6,5,99.64,0.45,1.66067,0.222222,0,3
0,636,5,0,5.08,0.00943396,0.00798742,0.833333,4,4
0,34,10,4,82.02,0.147059,2.41235,2,0,3
1,1162,8,3,63.29,0.0258176,0.0544664,0.266667,4,1
0,294,3,0,40.05,0.0544218,0.136224,0.1875,2,5
0,1085,5,5,0.86,0.0138249,0.000792627,0.333333,9,5
0,1602,5,2,45.55,0.00436954,0.0284332,0.714286,2,1
0,172,7,5,4.85,0.168605,0.0281977,0.241379,0,6
0,1434,7,3,47.53,0.013947,0.033145,0.35,5,4
0,1017,0,2,37.61,0.0196657,0.0369813,0,9,5
0,557,5,5,27.24,0.0359066,0.0489048,0.25,3,1
0,734,11,1,6.25,0.0231608,0.00851499,0.647059,9,2
1,427,3,0,4.9,0.0679157,0.0114754,0.103448,5,1
0,1413,1,0,72.45,0.0106157,0.0512739,0.0666667,7,1
0,378,5,1,50.07,0.0449735,0.13246,0.294118,8,5
0,1619,2,1,2.54,0.0142063,0.00156887,0.0869565,0,4
0,354,9,2,63.08,0.0564972,0.178192,0.45,0,1
0,277,11,3,64.43,0.0288809,0.232599,1.375,5,1
0,122,5,3,85.29,0.155738,0.699098,0.263158,2,6
0,366,9,3,93.98,0.0491803,0.256776,0.5,6,5
0,930,1,3,93.71,0.00537634,0.100763,0.2,0,6
0,1470,7,2,54,0.0142857,0.0367347,0.333333,1,3
0,1623,5,1,60.3,0.00184843,0.0371534,1.66667,1,3
0,917,7,3,29.03,0.00981461,0.0316576,0.777778,9,3
1,1481,4,4,99.36,0.0195814,0.0670898,0.137931,0,1
0,1363,0,4,97.57,0.00953778,0.0715847,0,5,4
0,1033,2,4,96.07,0.0145208,0.093001,0.133333,3,5
0,1496,1,2,24.15,0.0100267,0.016143,0.0666667,9,2
0,406,4,4,60.04,0.0270936,0.147882,0.363636,0,4
0,1362,9,3,13.3,0.0198238,0.00976505,0.333333,10,3
0,933,4,0,11.66,0.00428725,0.0124973,1,4,2
0,535,10,3,58.03,0.035514,0.108467,0.526316,6,2
0,716,1,4,22.13,0.0293296,0.0309078,0.047619,10,6
0,1730,9,5,48.26,0.0144509,0.027896,0.36,7,6
0,533,7,3,22.3,0.0487805,0.0418386,0.269231,6,3
0,1822,8,1,20.09,0.0137212,0.0110263,0.32,2,3
0,1346,5,1,60.1,0.00668648,0.0446508,0.555556,0,1
0,893,3,5,3.27,0.0179171,0.00366181,0.1875,0,4
0,874,5,5,62.97,0.0194508,0.0720481,0.294118,0,1
0,1135,8,3,59.1,0.0193833,0.0520705,0.363636,4,6
0,580,2,4,78.97,0.0241379,0.136155,0.142857,0,5
0,691,10,3,59.85,0.024602,0.0866136,0.588235,9,5
0,45,10,2,7.78,0.666667,0.172889,0.333333,10,3
0,73,8,4,56.82,0.383562,0.778356,0.285714,9,5
0,643,8,3,57.33,0.00622084,0.0891602,2,6,5
0,1644,10,4,70.14,0.013382,0.0426642,0.454545,7,3
0,994,4,0,44.44,0.00905433,0.0447082,0.444444,7,5
0,576,2,4,44.54,0.0434028,0.0773264,0.08,8,6
0,1763,6,4,65.31,0.00283607,0.0370448,1.2,5,5
0,1190,6,1,95.08,0.0193277,0.0798992,0.26087,3,2
0,1227,5,1,24.29,0.00407498,0.0197963,1,6,2
0,1122,10,3,19.02,0.0106952,0.0169519,0.833333,6,5
0,1594,0,2,45.48,0.000627353,0.028532,0,6,2
0,925,1,1,28.42,0.0108108,0.0307243,0.1,1,6
0,230,1,3,44.85,0.117391,0.195,0.037037,7,3
0,350,0,4,54.78,0.00571429,0.156514,0,10,5
0,801,11,0,29.09,0.0324594,0.0363171,0.423077,0,3
0,897,9,3,74.79,0.0111483,0.0833779,0.9,2,3
0,1617,7,0,64.57,0.0166976,0.039932,0.259259,7,6
0,1156,0,2,63.99,0.0207612,0.0553547,0,0,4
0,938,11,3,25.97,0.0010661,0.0276866,11,10,2
0,34,2,1,67.06,0.794118,1.97235,0.0740741,2,2
0,1612,8,5,20.69,0.0105459,0.012835,0.470588,10,5
0,1511,7,4,40.39,0.0138981,0.0267306,0.333333,4,4
0,341,2,0,69.84,0.0879765,0.204809,0.0666667,4,4
0,1066,0,3,82.87,0.00938086,0.0777392,0,9,4
0,1094,9,1,99.27,0.0100548,0.0907404,0.818182,6,1
0,1541,1,1,89.17,0.00194679,0.057865,0.333333,10,4
0,1731,10,3,10.66,0.00924321,0.00615829,0.625,4,3
0,1120,7,0,39.91,0.00357143,0.0356339,1.75,10,2
0,100,0,2,43.66,0.06,0.4366,0,4,5
0,485,7,2,76.91,0.0164948,0.158577,0.875,4,2
0,147,0,0,58.98,0.163265,0.401224,0,9,5
0,1642,3,4,8.31,0.00121803,0.0050609,1.5,9,3
0,532,10,2,14.04,0.0507519,0.026391,0.37037,10,3
1,1518,6,0,52.28,0.0197628,0.0344401,0.2,1,1
0,1334,2,1,69.85,0.00149925,0.0523613,1,10,2
0,1595,11,5,67.58,0.00501567,0.0423699,1.375,6,3
0,713,10,0,80,0.0308555,0.112202,0.454545,4,1
0,1088,8,3,73.1,0.0202206,0.0671875,0.363636,2,6
0,1707,1,0,83.08,0.0158172,0.0486702,0.037037,0,4
0,1113,3,0,34.7,0.0098832,0.031177,0.272727,6,6
0,853,6,1,23.89,0.0199297,0.028007,0.352941,10,2
0,979,10,2,95.03,0.0061287,0.0970684,1.66667,0,3
0,115,0,0,38.2,0.252174,0.332174,0,7,3
0,1342,6,3,88.6,0.00596125,0.0660209,0.75,6,2
0,655,11,3,24.2,0.00458015,0.0369466,3.66667,7,1
0,1741,4,1,23.37,0.00861574,0.0134233,0.266667,1,1
0,1332,2,5,17.62,0.00600601,0.0132282,0.25,9,6
0,967,11,0,9.61,0.0175801,0.00993795,0.647059,1,6
0,708,11,0,47.36,0.00423729,0.0668927,3.66667,7,3
0,860,9,0,68.9,0.0313953,0.0801163,0.333333,9,6
1,170,7,5,83.9,0.158824,0.493529,0.259259,8,1
0,261,3,0,83.55,0.0498084,0.320115,0.230769,8,4
0,250,0,4,45.52,0.028,0.18208,0,2,6
0,1764,10,0,57.92,0.0124717,0.0328345,0.454545,3,4
0,1741,8,0,40.53,0.00229753,0.0232797,2,0,3
0,1708,11,1,99.88,0.0029274,0.0584778,2.2,4,4
0,560,7,5,26.22,0.0535714,0.0468214,0.233333,1,6
0,1212,11,5,11.02,0.00907591,0.00909241,1,1,1
0,1191,4,1,10.11,0.02267,0.00848866,0.148148,6,3
0,381,0,0,39.98,0.0367454,0.104934,0,5,3
0,498,3,2,38.73,0.0261044,0.0777711,0.230769,10,6
0,701,10,4,31.62,0.0413695,0.045107,0.344828,8,3
0,92,4,3,99.59,0.0869565,1.0825,0.5,8,4
0,1416,1,5,96.65,0.0134181,0.0682556,0.0526316,3,1
0,875,4,3,31.66,0.0228571,0.0361829,0.2,5,3
0,412,4,4,29.57,0.0679612,0.0717718,0.142857,1,4
0,437,7,2,75.7,0.020595,0.173227,0.777778,5,2
0,1446,11,0,41.92,0.00899032,0.0289903,0.846154,8,5
0,340,7,3,79.12,0.0205882,0.232706,1,1,4
0,357,6,5,60.48,0.0112045,0.169412,1.5,7,2
0,1481,1,4,33.64,0.0195814,0.0227144,0.0344828,6,6
1,1672,4,3,95.55,0.0179426,0.0571471,0.133333,3,1
0,1701,0,4,51.47,0.00587889,0.0302587,0,2,2
0,718,5,1,87.28,0.0194986,0.12156,0.357143,8,3
0,253,3,5,5.51,0.106719,0.0217787,0.111111,0,3
0,1823,7,5,37.27,0.0142622,0.0204443,0.269231,0,6
0,855,0,5,5.96,0.019883,0.00697076,0,5,3
0,1425,4,2,11.65,0.0154386,0.00817544,0.181818,8,5
0,1467,8,5,22.28,0.0122699,0.0151875,0.444444,3,1
0,302,11,4,8.01,0.0695364,0.0265232,0.52381,4,1
0,368,7,4,70.89,0.0190217,0.192636,1,8,4
0,1586,1,4,95.26,0.0189155,0.0600631,0.0333333,5,4
0,1767,6,3,44.83,0.0073571,0.0253707,0.461538,6,4
0,971,11,1,37.49,0.00205973,0.0386097,5.5,2,3
0,1487,3,0,99,0.00941493,0.066577,0.214286,8,2
0,1751,4,4,55.53,0.00456882,0.0317133,0.5,10,2
0,84,7,4,13.01,0.0833333,0.154881,1,10,6
0,223,8,5,99.32,0.058296,0.445381,0.615385,2,1
0,830,8,3,50.26,0.026506,0.0605542,0.363636,3,2
0,49,4,0,63.83,0.591837,1.30265,0.137931,8,6
0,1183,8,0,53.04,0.010989,0.0448352,0.615385,0,3
0,1071,8,0,18.22,0.00653595,0.0170121,1.14286,2,2
0,115,5,5,29.44,0.0782609,0.256,0.555556,8,3
0,443,6,0,32.91,0.0496614,0.0742889,0.272727,9,2
0,592,3,3,44.99,0.0506757,0.0759966,0.1,9,5
0,1732,4,2,78.15,0.00923788,0.0451212,0.25,5,5
0,1129,11,2,50.84,0.0230292,0.045031,0.423077,9,4
0,1378,0,1,75.61,0.0152395,0.0548694,0,1,6
0,1349,1,1,51.27,0.0111193,0.0380059,0.0666667,4,1
0,1732,9,2,56.39,0.0132794,0.0325577,0.391304,10,6
0,811,10,0,7.13,0.0184957,0.00879162,0.666667,1,2
0,996,3,2,49.75,0.0150602,0.0499498,0.2,9,5
0,771,4,2,68.85,0.0259403,0.0892996,0.2,5,4
0,500,4,2,27.24,0.05,0.05448,0.16,4,6
0,1594,8,4,77.03,0.0131744,0.048325,0.380952,3,2
0,615,9,0,42.95,0.00650407,0.0698374,2.25,0,2
0,848,5,3,51.86,0.0176887,0.0611557,0.333333,4,6
0,83,1,0,86.32,0.204819,1.04,0.0588235,2,1
0,681,10,2,71.64,0.030837,0.105198,0.47619,1,1
0,281,8,4,77.61,0.0640569,0.276192,0.444444,6,6
0,421,2,2,6.74,0.0593824,0.0160095,0.08,2,2
0,102,8,3,58.76,0.0196078,0.576078,4,3,1
0,1139,6,1,27.63,0.024583,0.0242581,0.214286,10,3
0,74,2,3,42.11,0.027027,0.569054,1,4,6
0,1387,1,2,4.38,0.0115357,0.00315789,0.0625,10,2
0,591,6,5,35.21,0.0406091,0.059577,0.25,1,6
0,492,3,5,20.21,0.0406504,0.0410772,0.15,9,6
0,208,2,0,48.26,0.0576923,0.232019,0.166667,4,4
0,629,3,4,43.49,0.0429253,0.0691415,0.111111,6,3
0,338,7,5,30.61,0.0532544,0.0905621,0.388889,1,6
0,748,9,2,43.91,0.0280749,0.0587032,0.428571,7,3
0,794,11,0,62.16,0.02267,0.0782872,0.611111,1,6
0,641,7,3,54.78,0.00624025,0.0854602,1.75,6,5
0,890,3,5,45.05,0.00786517,0.050618,0.428571,2,1
0,812,7,2,81.32,0.0369458,0.100148,0.233333,2,6
0,259,9,5,50.08,0.0810811,0.193359,0.428571,0,2
1,1746,5,0,48.13,0.0126002,0.0275659,0.227273,10,1
0,1725,7,2,83.69,0.0057971,0.0485159,0.7,9,4
0,304,5,2,63.71,0.0855263,0.209572,0.192308,2,4
0,854,10,1,90.77,0.0163934,0.106288,0.714286,7,1
0,1173,0,2,88.35,0.0196078,0.0753197,0,10,4
0,533,2,5,36.43,0.0262664,0.068349,0.142857,7,1
0,130,11,3,51.16,0.0384615,0.393538,2.2,2,3
0,199,9,1,25.52,0.0502513,0.128241,0.9,7,5
0,669,0,0,86.42,0.0179372,0.129178,0,3,2
0,1543,11,3,17.84,0.0123137,0.0115619,0.578947,2,6
0,1364,3,2,60.17,0.021261,0.0441129,0.103448,0,3
0,1109,11,5,79.43,0.00901713,0.0716231,1.1,7,5
0,1629,8,0,51.13,0.00613874,0.0313874,0.8,1,5
0,594,0,0,17.04,0.0420875,0.0286869,0,7,4
0,1228,1,4,48.04,0.00732899,0.0391205,0.111111,7,4
0,1643,8,5,69.77,0.0042605,0.042465,1.14286,2,2
0,1090,7,1,36.25,0.0119266,0.0332569,0.538462,2,2
0,1772,8,1,67.43,0.003386,0.038053,1.33333,5,4
0,952,5,0,1.02,0.0220588,0.00107143,0.238095,0,3
0,1125,1,2,6.42,0.0151111,0.00570667,0.0588235,1,4
0,902,0,0,71.48,0.0266075,0.0792461,0,1,6
0,154,0,4,89.72,0.0519481,0.582597,0,2,1
0,1829,5,0,19.35,0.00601422,0.0105796,0.454545,7,4
0,1616,5,4,80.96,0.000618812,0.050099,5,7,5
0,1383,6,4,21.48,0.0180766,0.0155315,0.24,4,6
0,911,10,2,55.32,0.0263447,0.0607245,0.416667,9,6
0,686,6,4,57.66,0.0422741,0.0840525,0.206897,4,4
0,847,8,1,70.48,0.0094451,0.0832113,1,3,4
0,1577,1,4,2.43,0.0158529,0.0015409,0.04,0,3
0,326,6,5,68.29,0.0766871,0.209479,0.24,10,5
0,1817,4,0,32.47,0.00275179,0.0178701,0.8,1,3
0,201,11,5,39.29,0.0696517,0.195473,0.785714,10,3
0,1357,3,4,80.89,0.0176861,0.0596094,0.125,1,2
0,1266,11,4,88.21,0.00236967,0.0696761,3.66667,4,1
0,337,7,5,97,0.0385757,0.287834,0.538462,3,3
0,88,6,5,46.21,0.0113636,0.525114,6,6,1
0,464,7,3,52.23,0.0323276,0.112565,0.466667,6,2
0,373,2,5,39.51,0.075067,0.105925,0.0714286,3,6
0,460,7,1,41.35,0.05,0.0898913,0.304348,2,3
0,1709,11,5,90.71,0.00877706,0.0530778,0.733333,4,3
0,1021,2,4,44.32,0.0225269,0.0434084,0.0869565,5,5
1,230,0,0,51.61,0.130435,0.224391,0,6,1
0,1254,5,5,11.03,0.00717703,0.00879585,0.555556,3,1
0,197,2,0,86.89,0.0101523,0.441066,1,4,6
0,1326,3,2,93.35,0.0128205,0.0703997,0.176471,5,3
0,393,7,2,28.66,0.0585242,0.0729262,0.304348,10,2
0,1271,3,1,12.33,0.0236035,0.00970102,0.1,0,6
0,334,8,5,56.43,0.00598802,0.168952,4,5,2
0,1572,7,3,61.04,0.0165394,0.0388295,0.269231,7,3
0,855,2,3,49.27,0.019883,0.0576257,0.117647,7,2
0,971,4,3,92.33,0.00823893,0.0950875,0.5,7,6
0,1159,7,3,15.79,0.00517688,0.0136238,1.16667,4,6
0,675,11,1,50.93,0.0296296,0.0754519,0.55,5,5
0,1827,2,1,8.87,0.00985222,0.00485495,0.111111,1,6
0,1153,11,2,29.45,0.0173461,0.0255421,0.55,0,6
0,1255,5,3,33.31,0.0183267,0.0265418,0.217391,4,6
0,1599,10,5,38.84,0.00562852,0.0242902,1.11111,9,1
0,970,2,1,59.18,0.0247423,0.0610103,0.0833333,9,4
0,259,8,3,39.45,0.0617761,0.152317,0.5,0,1
0,1594,2,4,44.97,0.0112923,0.028212,0.111111,7,1
0,313,1,4,27.02,0.0447284,0.0863259,0.0714286,3,6
0,1431,9,4,6.48,0.011181,0.0045283,0.5625,2,3
0,1052,0,0,64.47,0.019962,0.0612833,0,3,5
0,715,8,3,12.53,0.0293706,0.0175245,0.380952,6,5
0,872,1,3,74.88,0.0240826,0.0858716,0.047619,0,5
0,691,5,0,41.03,0.0376266,0.0593777,0.192308,5,3
0,469,9,4,44.04,0.0490405,0.0939019,0.391304,9,3
0,228,11,4,43.12,0.0394737,0.189123,1.22222,5,6
0,576,8,5,0.21,0.015625,0.000364583,0.888889,10,3
0,46,5,1,38.13,0.0869565,0.828913,1.25,5,6
0,1319,8,3,8.79,0.0060652,0.00666414,1,4,5
0,131,1,1,29.05,0.122137,0.221756,0.0625,9,5
0,1452,2,2,85.98,0.0110193,0.0592149,0.125,3,3
0,1024,0,4,32.38,0.00878906,0.0316211,0,8,3
1,210,2,4,46.36,0.128571,0.220762,0.0740741,7,1
0,1696,5,1,89.76,0.0176887,0.0529245,0.166667,5,5
0,480,3,4,80.72,0.03125,0.168167,0.2,6,5
0,1789,2,2,6.1,0.0078256,0.00340973,0.142857,9,3
0,646,2,0,24.14,0.0340557,0.0373684,0.0909091,4,6
0,542,4,4,65.23,0.0258303,0.120351,0.285714,9,4
0,1069,1,1,84.06,0.0121609,0.0786342,0.0769231,3,1
0,1688,5,3,96,0.0165877,0.056872,0.178571,3,6
0,1741,8,0,14.59,0.00631821,0.00838024,0.727273,10,6
0,1543,4,1,33.15,0.0181465,0.0214841,0.142857,0,5
0,1324,2,0,8.81,0.0135952,0.00665408,0.111111,8,1
0,1382,1,3,94.82,0.00940666,0.0686107,0.0769231,3,3
0,1600,3,5,33.29,0.00625,0.0208062,0.3,7,2
0,288,0,3,78.83,0.09375,0.273715,0,7,1
0,154,7,1,34.64,0.0519481,0.224935,0.875,7,1
0,171,9,4,8.68,0.0292398,0.0507602,1.8,7,1
0,1248,11,5,4.34,0.000801282,0.00347756,11,3,2
0,735,10,0,4.1,0.0244898,0.00557823,0.555556,2,6
0,1455,11,1,86.74,0.00756014,0.0596151,1,4,5
0,1531,9,3,23.81,0.00587851,0.0155519,1,1,4
0,660,2,4,55.89,0.00151515,0.0846818,2,0,1
0,1027,1,5,47.2,0.00681597,0.0459591,0.142857,1,6
0,1799,3,3,75.96,0.00222346,0.0422235,0.75,9,5
0,1406,11,1,41.63,0.0128023,0.0296088,0.611111,3,6
0,828,11,1,89.31,0.0229469,0.107862,0.578947,3,5
0,1822,1,1,63.06,0.00878156,0.0346103,0.0625,4,2
1,1279,8,3,38.95,0.022674,0.0304535,0.275862,4,2
0,1764,0,1,85.81,0.0141723,0.0486451,0,2,4
0,1086,3,3,92.4,0.00276243,0.0850829,1,3,1
0,419,7,5,97.64,0.0381862,0.233031,0.4375,6,1
0,1480,0,0,50.29,0.00337838,0.0339797,0,3,1
0,192,4,1,89.3,0.03125,0.465104,0.666667,10,1
0,1050,0,1,86.92,0.0152381,0.082781,0,8,1
0,65,10,3,80.48,0.0923077,1.23815,1.66667,1,3
0,1326,11,2,13.39,0.00678733,0.010098,1.22222,7,5
0,42,10,2,21.62,0.5,0.514762,0.47619,5,3
0,1783,5,0,82.06,0.0117779,0.0460236,0.238095,9,6
0,1614,2,0,88.22,0.0130112,0.0546592,0.0952381,1,4
0,1034,0,0,5.7,0.00967118,0.00551257,0,4,2
0,687,5,3,73.24,0.0174672,0.106608,0.416667,0,1
0,563,0,5,34.22,0.0142096,0.0607815,0,3,3
0,584,4,4,87.5,0.0428082,0.149829,0.16,3,2
0,790,1,5,0.76,0.00506329,0.000962025,0.25,3,6
0,1055,9,4,74.14,0.000947867,0.0702749,9,0,4
0,22,7,0,37.66,1.22727,1.71182,0.259259,2,1
0,871,7,2,80.06,0.0332951,0.0919173,0.241379,10,5
0,1033,4,2,87.92,0.0212972,0.0851113,0.181818,2,3
0,1512,0,0,24.68,0.0112434,0.0163228,0,4,5
0,819,5,3,89.47,0.002442,0.109243,2.5,5,3
0,222,4,5,43.02,0.0900901,0.193784,0.2,7,5
0,218,6,1,14.25,0.0550459,0.065367,0.5,5,5
0,1199,11,5,36.39,0.0191827,0.0303503,0.478261,8,2
0,1704,7,1,52.59,0.00821596,0.0308627,0.5,9,2
0,392,9,1,55.22,0.0102041,0.140867,2.25,6,6
0,808,9,2,25.38,0.0185644,0.0314109,0.6,4,3
0,668,6,4,78.67,0.0179641,0.117769,0.5,8,4
0,176,7,0,86.02,0.0965909,0.48875,0.411765,6,6
1,1419,8,5,64.19,0.0211416,0.0452361,0.266667,7,1
0,675,1,4,95.97,0.0311111,0.142178,0.047619,5,2
0,572,4,2,54.87,0.0402098,0.0959266,0.173913,10,3
0,51,11,0,65.76,0.392157,1.28941,0.55,1,1
0,685,5,1,43.5,0.00145985,0.0635036,5,3,5
0,1171,10,0,71.93,0.00853971,0.0614261,1,0,2
0,1491,1,3,12.07,0.0127431,0.00809524,0.0526316,7,2
0,647,7,4,0.63,0.0309119,0.000973725,0.35,2,3
0,247,0,4,92.3,0.0404858,0.373684,0,0,6
0,870,7,5,29.64,0.016092,0.034069,0.5,8,2
0,150,5,5,81.36,0.193333,0.5424,0.172414,7,3
0,1695,0,1,65.14,0.0100295,0.0384307,0,3,6
0,444,2,4,48.67,0.0292793,0.109617,0.153846,7,3
0,153,2,3,96.65,0.156863,0.631699,0.0833333,3,5
1,456,9,3,73.3,0.0526316,0.160746,0.375,10,1
0,636,7,3,47.99,0.0314465,0.075456,0.35,9,3
0,1037,5,1,49.55,0.00096432,0.0477821,5,1,3
0,699,5,1,83.05,0.0171674,0.118813,0.416667,5,3
0,555,7,3,89.29,0.0216216,0.160883,0.583333,10,4
0,614,3,3,73.19,0.0374593,0.119202,0.130435,1,2
0,1209,7,5,32.84,0.0165426,0.0271629,0.35,5,1
0,970,9,4,3.74,0.0123711,0.00385567,0.75,10,2
0,1676,9,0,35.05,0.00894988,0.0209129,0.6,6,4
0,873,10,1,53.05,0.00343643,0.0607675,3.33333,4,4
0,1669,9,2,5.56,0.00419413,0.00333134,1.28571,10,4
0,1235,2,0,63.5,0.00161943,0.051417,1,9,5
0,1579,10,1,40.41,0.00189994,0.0255921,3.33333,1,4
0,1583,3,1,84.52,0.0107391,0.0533923,0.176471,3,3
1,1537,10,1,41.17,0.0123617,0.0267859,0.526316,8,1
0,761,5,0,40.5,0.0144547,0.0532194,0.454545,4,1
0,392,2,0,48.06,0.0382653,0.122602,0.133333,10,5
0,1791,3,3,45.81,0.0094919,0.0255779,0.176471,0,6
0,1248,1,4,5.56,0.00480769,0.00445513,0.166667,6,5
0,125,1,1,82.19,0.072,0.65752,0.111111,7,6
0,1798,6,2,86,0.00556174,0.0478309,0.6,4,5
0,1001,5,0,59.07,0.00899101,0.059011,0.555556,6,4
0,1831,3,1,70.43,0.00600765,0.0384653,0.272727,4,2
0,1689,4,1,92.49,0.0124334,0.0547602,0.190476,3,5
0,296,0,1,93.35,0.0608108,0.315372,0,7,3
1,1244,1,2,83.47,0.0217042,0.0670981,0.037037,8,1
0,410,5,5,17.26,0.0121951,0.0420976,1,8,2
0,1471,7,4,45.27,0.0183549,0.030775,0.259259,7,4
0,152,5,5,43.11,0.0328947,0.283618,1,1,2
0,1755,0,2,84.35,0.0011396,0.0480627,0,7,5
0,405,3,5,56.28,0.0666667,0.138963,0.111111,9,4
0,424,0,5,57.6,0.0141509,0.135849,0,2,2
0,415,8,4,90.74,0.0698795,0.218651,0.275862,1,6
0,1329,4,2,13.23,0.0195636,0.00995485,0.153846,9,5
0,1194,3,0,10.53,0.00837521,0.0088191,0.3,0,5
0,1620,7,2,19.1,0.00555556,0.0117901,0.777778,5,1
0,922,3,2,18.31,0.0010846,0.019859,3,10,6
0,1207,8,3,69.26,0.001657,0.0573819,4,7,3
0,970,8,5,54.6,0.0123711,0.0562887,0.666667,7,2
0,1784,11,5,98.87,0.00896861,0.0554204,0.6875,9,1
0,222,10,3,93.98,0.0765766,0.423333,0.588235,6,4
0,1618,0,5,15.35,0.0111248,0.00948702,0,6,6
0,554,5,0,64.49,0.0126354,0.116408,0.714286,10,2
0,871,9,2,12.19,0.0309989,0.0139954,0.333333,7,6
0,846,5,5,1.43,0.0106383,0.00169031,0.555556,5,3
0,837,10,3,59.41,0.00238949,0.0709797,5,4,6
0,1028,6,4,75.78,0.0233463,0.073716,0.25,6,4
1,1225,11,0,13.97,0.0187755,0.0114041,0.478261,5,1
0,1688,2,2,56.16,0.00533175,0.0332701,0.222222,5,2
0,1819,10,4,37.39,0.00219901,0.0205553,2.5,6,5
0,265,0,3,84.99,0.0641509,0.320717,0,8,1
0,1550,7,3,5.28,0.0116129,0.00340645,0.388889,8,6
0,1252,0,2,74.24,0.00239617,0.0592971,0,7,5
0,54,9,4,80.39,0.425926,1.4887,0.391304,5,2
0,817,0,0,40.66,0.0134639,0.0497674,0,5,5
0,850,0,2,10.94,0.0235294,0.0128706,0,9,3
1,1745,2,3,27.41,0.017192,0.0157077,0.0666667,9,2
0,1460,11,4,23.85,0.00136986,0.0163356,5.5,3,2
0,1651,7,2,75.98,0.00666263,0.0460206,0.636364,2,6
0,321,5,1,53.21,0.046729,0.165763,0.333333,4,2
0,1348,4,2,44.16,0.0170623,0.0327596,0.173913,0,5
0,1641,3,2,79.01,0.00182815,0.0481475,1,5,1
0,142,5,0,56.74,0.028169,0.399577,1.25,5,5
0,131,8,1,85.93,0.129771,0.655954,0.470588,0,5
0,539,1,5,34.64,0.0519481,0.0642672,0.0357143,7,4
0,20,3,4,43.85,0.7,2.1925,0.214286,10,6
0,1725,2,5,4.58,0.0121739,0.00265507,0.0952381,10,3
0,1260,1,3,45.64,0.0047619,0.0362222,0.166667,3,6
0,1485,0,2,72.37,0.00942761,0.048734,0,10,3
0,134,8,4,18.47,0.126866,0.137836,0.470588,4,2
0,1644,7,4,2.47,0.0103406,0.00150243,0.411765,5,5
0,191,0,5,21.79,0.0366492,0.114084,0,7,3
0,27,5,3,53.15,1.11111,1.96852,0.166667,0,2
0,474,0,4,64.74,0.0253165,0.136582,0,9,1
0,10,11,0,74.88,2.1,7.488,0.52381,3,5
