fraud,trustLevel,totalScanTimeInSeconds,lineItemVoids,quantityModification,grandTotal,scannedLineItemsPerSecond,valuePerSecond,lineItemVoidsPerPosition,scansWithoutRegistration
1,1,1230,1,1,38.18,0.0170732,0.0310407,0.047619,8
1,1,987,2,5,64.32,0.0303951,0.0651672,0.0666667,2
1,1,291,7,5,60.76,0.103093,0.208797,0.233333,0
1,1,1550,8,5,54.48,0.0141935,0.0351484,0.363636,3
1,1,1681,8,3,30.38,0.0113028,0.0180726,0.421053,8
1,1,1483,8,4,50.58,0.0182063,0.0341065,0.296296,10
1,1,1113,5,5,97.07,0.0206649,0.0872147,0.217391,9
1,1,902,9,3,57.72,0.0332594,0.0639911,0.3,10
1,2,1677,9,3,30.91,0.013715,0.0184317,0.391304,9
1,1,227,5,4,16.11,0.132159,0.0709692,0.166667,9
1,1,410,7,3,78.85,0.0658537,0.192317,0.259259,1
1,1,1233,5,0,21.43,0.0235199,0.0173804,0.172414,6
1,1,1676,10,0,78.53,0.0149165,0.0468556,0.4,9
1,1,667,1,5,45.25,0.041979,0.0678411,0.0357143,5
1,1,1807,10,3,73.08,0.0121749,0.0404427,0.454545,3
1,1,1402,0,4,65.3,0.0192582,0.0465763,0,8
1,1,1177,8,4,15.59,0.0246389,0.0132455,0.275862,10
1,1,49,11,2,41.52,0.55102,0.847347,0.407407,8
1,1,1435,9,0,8.92,0.0139373,0.00621603,0.45,9
1,1,1446,6,4,55.9,0.0193638,0.0386584,0.214286,5
1,1,1402,7,5,17.26,0.0185449,0.012311,0.269231,10
1,1,1520,2,0,62.2,0.0157895,0.0409211,0.0833333,4
1,2,1706,7,1,3.08,0.017585,0.00180539,0.233333,6
1,1,1685,3,2,62.39,0.0178042,0.0370267,0.1,7
1,1,831,0,4,89.9,0.0348977,0.108183,0,5
1,2,1417,8,3,55.41,0.0183486,0.0391037,0.307692,10
1,1,912,6,0,73.59,0.0328947,0.0806908,0.2,1
1,1,1405,6,4,64.96,0.0170819,0.0462349,0.25,6
1,1,584,10,0,91.51,0.0513699,0.156695,0.333333,3
1,1,1825,2,2,19.63,0.0158904,0.0107562,0.0689655,4
1,2,1543,1,0,22.52,0.0194426,0.0145949,0.0333333,5
1,1,1504,6,1,40.71,0.0192819,0.0270678,0.206897,0
1,1,734,3,2,52.51,0.0408719,0.0715395,0.1,3
1,2,1751,9,3,30.69,0.0131354,0.0175271,0.391304,10
1,1,902,10,2,68.81,0.0243902,0.076286,0.454545,9
1,1,1721,9,4,21.91,0.0151075,0.012731,0.346154,8
1,1,1140,1,0,20.82,0.0236842,0.0182632,0.037037,3
1,1,500,1,5,69.06,0.056,0.13812,0.0357143,8
1,1,1485,2,4,64.37,0.0188552,0.0433468,0.0714286,5
1,1,1140,10,4,93.91,0.0263158,0.0823772,0.333333,2
1,1,326,8,2,82.52,0.0889571,0.253129,0.275862,4
1,2,1532,8,3,0.59,0.0182768,0.000385117,0.285714,5
1,1,1147,4,2,9.89,0.0252833,0.00862249,0.137931,5
1,2,626,10,5,42.92,0.0447284,0.0685623,0.357143,7
1,1,771,1,5,92.46,0.0376135,0.119922,0.0344828,9
1,1,372,11,0,81.14,0.0806452,0.218118,0.366667,0
1,1,1397,6,3,39.18,0.0171797,0.0280458,0.25,8
1,2,923,8,3,53.65,0.0314193,0.0581257,0.275862,9
1,1,1128,9,0,41.69,0.0239362,0.0369592,0.333333,5
1,2,1629,8,2,50.37,0.0171885,0.0309208,0.285714,7
1,1,1744,6,0,17.15,0.0126147,0.00983372,0.272727,8
1,1,1597,11,1,94.42,0.0112711,0.0591234,0.611111,8
1,1,1697,5,3,17.17,0.0135533,0.0101179,0.217391,10
1,2,1341,11,3,65.35,0.0208799,0.0487323,0.392857,8
1,2,565,10,1,8.61,0.0530973,0.0152389,0.333333,9
1,1,1431,5,0,36.18,0.0181691,0.025283,0.192308,8
1,1,647,11,4,2.26,0.0448223,0.00349304,0.37931,7
1,1,152,6,0,58.14,0.190789,0.3825,0.206897,8
1,2,1567,6,3,61.66,0.0172304,0.0393491,0.222222,7
1,1,465,2,5,35.62,0.0537634,0.0766022,0.08,9
1,1,1694,3,1,32.9,0.0135773,0.0194215,0.130435,4
1,1,1507,10,5,30.27,0.0126078,0.0200863,0.526316,10
1,1,845,7,0,1.28,0.0272189,0.00151479,0.304348,8
1,1,1673,1,0,11.34,0.0167364,0.00677824,0.0357143,9
1,1,1248,8,2,37.49,0.0240385,0.0300401,0.266667,8
1,1,414,8,5,85.32,0.0652174,0.206087,0.296296,9
1,1,691,10,0,43.18,0.0434153,0.0624891,0.333333,0
1,1,1591,6,4,60.97,0.017599,0.0383218,0.214286,9
1,1,967,5,0,11.19,0.0289555,0.0115719,0.178571,6
1,1,1235,10,4,38.37,0.0202429,0.0310688,0.4,4
1,1,1663,8,4,97.41,0.0144317,0.0585749,0.333333,1
1,1,194,9,2,44.78,0.108247,0.230825,0.428571,10
1,1,1034,10,4,79,0.0290135,0.0764023,0.333333,6
1,1,248,6,0,78.17,0.120968,0.315202,0.2,5
1,1,1316,7,3,57.75,0.0220365,0.043883,0.241379,6
1,1,774,0,4,68.06,0.0348837,0.0879328,0,7
1,1,1386,0,0,24.82,0.020202,0.0179076,0,4
1,1,1295,10,4,63.59,0.019305,0.0491042,0.4,0
1,1,994,9,3,60.15,0.0231388,0.0605131,0.391304,3
1,1,899,9,5,36.43,0.028921,0.0405228,0.346154,3
1,1,1753,3,3,94.1,0.0136908,0.0536794,0.125,9
1,1,991,11,2,61.9,0.0272452,0.0624622,0.407407,1
1,1,963,10,3,8.66,0.0238837,0.00899273,0.434783,9
1,1,47,10,3,0.79,0.638298,0.0168085,0.333333,5
1,2,1000,5,0,4.57,0.029,0.00457,0.172414,9
1,1,1377,8,0,89.26,0.0174292,0.0648221,0.333333,2
1,1,188,9,3,70.39,0.143617,0.374415,0.333333,5
1,1,894,6,4,4.62,0.033557,0.00516779,0.2,5
1,1,1286,7,1,46.01,0.0171073,0.0357776,0.318182,7
1,2,1686,6,1,93.84,0.0166074,0.0556584,0.214286,8
1,1,520,11,0,86.68,0.05,0.166692,0.423077,3
1,1,272,2,5,23.76,0.106618,0.0873529,0.0689655,8
1,1,1661,10,5,69.99,0.0156532,0.0421373,0.384615,5
1,1,1767,1,5,57.7,0.0141483,0.0326542,0.04,8
1,1,1189,4,4,96.75,0.0176619,0.0813709,0.190476,9
1,1,582,10,2,92.43,0.0498282,0.158814,0.344828,0
1,1,368,11,4,45.99,0.0788043,0.124973,0.37931,2
1,1,523,1,0,77.4,0.0554493,0.147992,0.0344828,6
1,1,456,1,2,12.1,0.0570175,0.0265351,0.0384615,10
1,1,815,10,1,10.6,0.0368098,0.0130061,0.333333,4
1,1,1064,0,2,95.7,0.0253759,0.0899436,0,6
1,1,1341,8,1,35.1,0.0193885,0.0261745,0.307692,7
1,1,686,6,1,46.08,0.0437318,0.067172,0.2,3
1,1,761,11,2,27.98,0.0367937,0.0367674,0.392857,8
1,1,1649,2,5,32.2,0.01698,0.019527,0.0714286,9
1,1,1350,1,1,97.57,0.0162963,0.0722741,0.0454545,10
1,2,1376,9,2,35.53,0.0167151,0.0258212,0.391304,8
1,1,1151,9,0,31.78,0.0234579,0.0276108,0.333333,3
1,1,1747,4,0,69.89,0.0137378,0.0400057,0.166667,1
1,1,578,10,0,79.89,0.0519031,0.138218,0.333333,9
1,1,951,8,2,90.15,0.0283912,0.094795,0.296296,7
1,1,514,11,4,68.57,0.0505837,0.133405,0.423077,3
1,1,776,7,5,76.06,0.0322165,0.0980155,0.28,10
1,1,1200,5,4,60.66,0.0175,0.05055,0.238095,9
1,1,398,4,1,95.17,0.0703518,0.239121,0.142857,10
1,2,1448,10,1,56.64,0.0186464,0.039116,0.37037,2
1,2,1808,10,4,46.94,0.0154867,0.0259624,0.357143,2
1,1,1622,6,2,66.64,0.01418,0.0410851,0.26087,3
1,1,1383,10,4,2.78,0.0202458,0.00201012,0.357143,0
1,1,679,8,2,27.42,0.0427099,0.0403829,0.275862,1
1,1,1122,6,0,47.15,0.0231729,0.0420232,0.230769,1
1,1,870,9,0,29.87,0.0321839,0.0343333,0.321429,10
1,1,1748,9,3,84.93,0.0114416,0.048587,0.45,6
1,1,711,9,1,26.99,0.0309423,0.0379606,0.409091,10
1,2,848,8,2,29.42,0.0341981,0.0346934,0.275862,10
1,1,1632,2,4,50.08,0.0153186,0.0306863,0.08,5
1,1,1350,2,1,26.88,0.0207407,0.0199111,0.0714286,10
1,2,1204,5,2,21.59,0.0249169,0.0179319,0.166667,8
1,2,1798,9,2,84.17,0.0144605,0.0468131,0.346154,4
1,1,1683,9,0,86.45,0.0154486,0.0513666,0.346154,3
1,1,1602,3,3,1.5,0.0137328,0.00093633,0.136364,10
1,1,428,5,5,75.46,0.0537383,0.176308,0.217391,10
1,1,1694,6,5,97.82,0.0153483,0.057745,0.230769,6
1,2,1729,6,3,87.06,0.0161943,0.0503528,0.214286,7
1,1,1701,11,4,11.73,0.0117578,0.00689594,0.55,6
1,1,833,0,2,67.31,0.0348139,0.0808043,0,10
1,1,1614,7,4,99.68,0.0154895,0.0617596,0.28,3
1,1,898,2,5,65.25,0.0334076,0.0726615,0.0666667,4
1,2,1789,10,5,44.29,0.0167691,0.0247568,0.333333,8
1,1,323,3,0,79.62,0.0897833,0.246502,0.103448,10
1,1,914,11,1,62.48,0.0284464,0.0683589,0.423077,4
1,1,1467,6,1,36.97,0.0184049,0.0252011,0.222222,8
1,2,1038,9,2,24.09,0.026975,0.0232081,0.321429,6
1,1,1558,6,5,28.94,0.0147625,0.0185751,0.26087,5
1,1,714,6,1,89.15,0.0378151,0.12486,0.222222,7
1,1,849,8,1,24.21,0.0306243,0.0285159,0.307692,1
1,1,822,3,2,43.46,0.0340633,0.052871,0.107143,4
1,1,1413,10,1,24.02,0.0191083,0.0169993,0.37037,5
1,1,1629,2,3,64.99,0.0141191,0.0398956,0.0869565,9
1,1,351,7,1,0.68,0.0854701,0.00193732,0.233333,0
1,1,372,1,3,63.6,0.077957,0.170968,0.0344828,5
1,1,1716,3,2,91.05,0.0122378,0.0530594,0.142857,10
1,2,1220,10,1,78.07,0.0204918,0.0639918,0.4,10
1,2,939,2,4,70.96,0.0308839,0.0755698,0.0689655,9
1,1,609,7,0,56.8,0.047619,0.0932677,0.241379,3
1,1,798,10,2,40.8,0.037594,0.0511278,0.333333,9
1,1,652,7,0,92.23,0.0368098,0.141457,0.291667,7
1,1,1680,1,5,82.29,0.0172619,0.0489821,0.0344828,10
1,1,1419,8,5,64.19,0.0211416,0.0452361,0.266667,7
1,2,1357,4,3,68.56,0.0198968,0.0505232,0.148148,9
1,1,1412,10,2,66.4,0.0155807,0.0470255,0.454545,9
1,1,1256,3,1,99.68,0.0214968,0.0793631,0.111111,6
1,1,608,10,3,26.89,0.0394737,0.044227,0.416667,8
1,1,735,6,2,79.69,0.0380952,0.108422,0.214286,3
1,1,1422,6,3,61.53,0.0182841,0.04327,0.230769,2
1,2,1829,9,2,59.26,0.0142154,0.0324002,0.346154,5
1,1,1108,1,5,35.69,0.0261733,0.0322112,0.0344828,1
1,1,1552,9,4,5.35,0.0154639,0.00344716,0.375,5
1,1,854,8,2,44.36,0.0316159,0.0519438,0.296296,10
1,1,1305,10,4,49.35,0.0214559,0.0378161,0.357143,0
1,1,1254,3,4,64.17,0.0207337,0.0511722,0.115385,9
1,1,923,7,1,90.9,0.028169,0.0984832,0.269231,2
1,1,1231,8,2,31.43,0.0243704,0.0255321,0.266667,10
1,1,1238,5,4,16.75,0.0185784,0.0135299,0.217391,9
1,1,804,4,5,69.66,0.0335821,0.0866418,0.148148,9
1,1,533,11,5,74.37,0.043152,0.139531,0.478261,10
1,1,1519,8,3,99.98,0.0171165,0.0658196,0.307692,8
1,1,1366,0,5,52.37,0.0219619,0.0383382,0,1
1,1,1145,6,0,37.84,0.0235808,0.033048,0.222222,1
1,1,1108,11,4,43.97,0.0225632,0.0396841,0.44,1
1,2,1444,0,4,36.14,0.0207756,0.0250277,0,8
1,1,1478,9,4,64.12,0.0182679,0.0433829,0.333333,2
1,1,1391,6,0,71.91,0.0165349,0.0516966,0.26087,2
1,2,933,3,1,27.62,0.0289389,0.0296034,0.111111,8
1,1,837,6,4,91.88,0.0286738,0.109773,0.25,6
1,1,320,9,4,21.96,0.084375,0.068625,0.333333,6
1,1,1713,11,3,60.83,0.0151781,0.0355108,0.423077,6
1,2,436,6,3,74.46,0.0619266,0.17078,0.222222,9
1,2,1049,3,1,50.19,0.0276454,0.0478456,0.103448,8
1,1,1011,9,2,25.7,0.0276954,0.0254204,0.321429,0
1,1,1081,6,2,20.97,0.0222017,0.0193987,0.25,4
1,1,461,5,3,87.06,0.0607375,0.18885,0.178571,6
1,1,1635,7,3,88.44,0.0140673,0.0540917,0.304348,3
1,1,1520,0,4,46.26,0.0144737,0.0304342,0,10
1,1,1210,0,0,44.91,0.0247934,0.0371157,0,10
1,1,1688,1,1,22.08,0.0154028,0.0130806,0.0384615,4
1,1,1337,3,2,13.63,0.0179506,0.0101945,0.125,9
1,2,1394,9,1,74.7,0.0215208,0.0535868,0.3,7
1,1,1589,9,3,84.56,0.0138452,0.0532159,0.409091,0
1,1,612,11,3,40.91,0.0408497,0.0668464,0.44,8
1,1,603,5,0,86.32,0.0497512,0.143151,0.166667,4
1,2,1654,4,0,39.02,0.0163241,0.0235913,0.148148,5
1,1,204,10,4,34.3,0.147059,0.168137,0.333333,5
1,1,1518,10,0,11.51,0.016469,0.00758235,0.4,1
1,1,984,0,3,87.57,0.0304878,0.0889939,0,2
1,2,1056,8,3,35.73,0.0255682,0.0338352,0.296296,9
1,1,1574,9,3,64.07,0.0190597,0.0407052,0.3,8
1,1,138,11,1,31.54,0.188406,0.228551,0.423077,2
1,2,631,9,1,49.67,0.0427892,0.0787163,0.333333,9
1,2,1437,7,5,80.23,0.0187891,0.0558316,0.259259,7
1,1,838,11,2,42.7,0.0322196,0.0509547,0.407407,6
1,1,726,9,2,10.51,0.0413223,0.0144766,0.3,4
1,1,1776,6,0,22.42,0.0123874,0.0126239,0.272727,10
1,1,1470,5,0,32.52,0.0204082,0.0221224,0.166667,8
1,1,1203,6,4,38.47,0.0249377,0.0319784,0.2,4
1,1,576,6,3,46.18,0.046875,0.0801736,0.222222,7
1,1,1344,8,4,11.28,0.0215774,0.00839286,0.275862,10
1,1,145,8,3,29.07,0.2,0.200483,0.275862,6
1,1,1250,7,1,61.57,0.016,0.049256,0.35,8
1,1,686,8,4,34.12,0.0379009,0.0497376,0.307692,8
1,2,1563,2,3,50.07,0.0185541,0.0320345,0.0689655,7
1,1,1620,2,1,64.88,0.0166667,0.0400494,0.0740741,8
1,1,1622,7,3,83.58,0.0172626,0.051529,0.25,9
1,1,1494,0,0,41.48,0.019411,0.0277644,0,9
1,1,1696,10,3,59.55,0.0123821,0.035112,0.47619,4
1,2,1072,5,3,99.45,0.0261194,0.0927705,0.178571,8
1,1,400,3,1,56.42,0.0675,0.14105,0.111111,7
1,1,1265,9,5,26.71,0.0173913,0.0211146,0.409091,1
1,2,1665,7,1,0.15,0.0156156,9.00901e-05,0.269231,6
1,2,1550,9,3,36.82,0.0180645,0.0237548,0.321429,5
1,1,1259,6,0,75.95,0.019857,0.0603257,0.24,10
1,1,1294,0,3,64.63,0.0162287,0.0499459,0,9
1,1,1375,10,0,52.96,0.0181818,0.0385164,0.4,1
1,2,644,6,0,49.43,0.0419255,0.0767547,0.222222,8
1,1,701,9,0,65.73,0.0356633,0.093766,0.36,4
1,1,1822,2,3,8.1,0.0153677,0.00444566,0.0714286,5
1,1,1591,2,4,73.1,0.0150849,0.0459459,0.0833333,3
1,2,1504,9,4,94.81,0.018617,0.0630386,0.321429,8
1,2,1029,11,2,89.01,0.0262391,0.0865015,0.407407,9
1,1,276,0,5,55.27,0.0978261,0.200254,0,9
1,2,919,1,0,77.17,0.0326442,0.0839717,0.0333333,10
1,1,1798,11,0,37.17,0.0133482,0.020673,0.458333,6
1,1,1532,10,2,4.76,0.0195822,0.00310705,0.333333,3
1,2,394,7,3,63.93,0.0761421,0.162259,0.233333,9
1,1,924,8,2,34.95,0.030303,0.0378247,0.285714,4
1,1,1178,4,2,14.72,0.024618,0.0124958,0.137931,9
1,2,254,10,3,84.98,0.110236,0.334567,0.357143,9
1,1,1669,11,2,73.44,0.0143799,0.0440024,0.458333,6
1,1,1671,0,5,94.68,0.0125673,0.0566607,0,8
1,1,972,6,1,46,0.0288066,0.0473251,0.214286,8
1,1,1388,2,1,78.06,0.018732,0.0562392,0.0769231,4
1,1,590,3,4,77.68,0.0508475,0.131661,0.1,2
1,1,940,4,3,71.69,0.0297872,0.076266,0.142857,10
1,2,1418,10,5,34.92,0.0197461,0.0246262,0.357143,9
1,1,1786,8,1,60.41,0.0139978,0.0338242,0.32,1
1,1,1609,10,0,89.78,0.0186451,0.0557986,0.333333,2
1,1,369,8,2,24.3,0.0704607,0.0658537,0.307692,1
1,2,1510,11,1,4.07,0.018543,0.00269536,0.392857,6
1,1,1581,4,1,22.41,0.0170778,0.0141746,0.148148,7
1,1,1591,4,3,43.49,0.0138278,0.027335,0.181818,3
1,1,1772,11,2,57.39,0.0158014,0.0323871,0.392857,5
1,1,804,2,0,58.65,0.0373134,0.0729478,0.0666667,3
1,1,1130,3,1,79.87,0.0221239,0.0706814,0.12,7
1,2,1065,6,3,40.88,0.02723,0.038385,0.206897,9
1,1,248,10,1,42.67,0.116935,0.172056,0.344828,9
1,1,1587,4,5,90.93,0.0138626,0.0572968,0.181818,4
1,1,1651,3,4,78.3,0.0181708,0.0474258,0.1,9
1,1,1568,8,5,89.21,0.0146684,0.0568941,0.347826,5
1,1,1416,11,0,34.41,0.0155367,0.0243008,0.5,4
1,1,1594,3,2,72.39,0.0163112,0.0454141,0.115385,3
1,2,1149,11,5,48.39,0.0261097,0.0421149,0.366667,1
1,2,1812,7,5,23.84,0.0160044,0.0131567,0.241379,5
1,1,867,7,5,29.17,0.0322953,0.0336448,0.25,7
1,1,1338,3,0,20.42,0.0216741,0.0152616,0.103448,8
1,1,1304,4,4,99.94,0.0168712,0.0766411,0.181818,7
1,1,1760,2,3,75.35,0.0147727,0.0428125,0.0769231,2
1,2,1566,7,4,17.95,0.0185185,0.0114623,0.241379,9
1,2,1538,10,5,78.06,0.0188557,0.0507542,0.344828,4
1,1,353,1,5,35.14,0.082153,0.0995467,0.0344828,8
1,1,1536,10,2,2.23,0.0188802,0.00145182,0.344828,9
1,1,1270,6,3,12.6,0.0188976,0.00992126,0.25,9
1,1,1150,10,1,95.41,0.026087,0.0829652,0.333333,3
1,2,1455,8,0,62.46,0.0206186,0.0429278,0.266667,5
1,1,1708,5,4,24.76,0.014637,0.0144965,0.2,8
1,1,973,4,1,8.85,0.0277492,0.00909558,0.148148,10
1,1,819,3,1,94.3,0.034188,0.11514,0.107143,7
1,1,1716,10,0,62.41,0.013986,0.0363695,0.416667,7
1,1,327,8,0,87.89,0.0917431,0.268777,0.266667,4
1,1,1389,0,0,61.76,0.0187185,0.0444636,0,7
1,1,269,0,0,91.52,0.111524,0.340223,0,7
1,2,786,9,3,61.79,0.0368957,0.0786132,0.310345,7
1,1,1153,9,0,20.21,0.0164788,0.0175282,0.473684,8
1,1,1555,1,0,18.07,0.0180064,0.0116206,0.0357143,7
1,1,180,8,1,18.31,0.155556,0.101722,0.285714,2
1,1,451,2,5,62.35,0.0643016,0.138248,0.0689655,7
1,1,1195,7,4,55.18,0.0217573,0.0461757,0.269231,1
1,2,1499,11,2,76.07,0.0186791,0.0507472,0.392857,6
1,1,1235,0,4,3.01,0.0218623,0.00243725,0,9
1,1,796,8,1,51.37,0.0263819,0.0645352,0.380952,9
1,1,983,2,0,69.76,0.0295015,0.0709664,0.0689655,9
1,1,1814,10,5,90.49,0.00882029,0.0498842,0.625,10
1,1,1032,3,4,56.84,0.0251938,0.0550775,0.115385,4
1,1,926,9,1,8.81,0.0302376,0.00951404,0.321429,5
1,1,952,6,2,48.02,0.0220588,0.0504412,0.285714,9
1,1,1034,10,3,36.13,0.0183752,0.034942,0.526316,9
1,2,1734,7,5,93.16,0.0155709,0.0537255,0.259259,9
1,1,1614,7,2,84.19,0.0185874,0.0521623,0.233333,0
1,2,1814,6,4,96.71,0.014333,0.0533131,0.230769,1
1,1,755,6,2,23.45,0.0357616,0.0310596,0.222222,10
1,1,978,7,2,74.44,0.0286299,0.0761145,0.25,6
1,2,1265,7,1,96.79,0.0237154,0.0765138,0.233333,5
1,2,1154,11,1,35.79,0.0242634,0.0310139,0.392857,6
1,1,672,8,0,53.42,0.0446429,0.079494,0.266667,5
1,1,1720,9,5,85.96,0.00988372,0.0499767,0.529412,9
1,1,1435,11,4,38.69,0.0188153,0.0269617,0.407407,5
1,1,1744,4,3,42.81,0.016055,0.024547,0.142857,1
1,1,426,9,4,16.17,0.0704225,0.0379577,0.3,0
1,2,1464,10,4,99.64,0.0191257,0.0680601,0.357143,3
1,1,443,1,2,42.36,0.0654628,0.0956208,0.0344828,7
1,1,1757,9,2,31.79,0.0125213,0.0180933,0.409091,5
1,1,560,11,2,49.26,0.0464286,0.0879643,0.423077,0
1,1,1403,11,1,51.07,0.0163934,0.0364006,0.478261,1
1,1,116,8,2,89.66,0.258621,0.772931,0.266667,5
1,1,1288,9,5,44.7,0.0232919,0.034705,0.3,10
1,1,574,11,1,38.49,0.0505226,0.0670557,0.37931,1
1,1,1312,3,2,77.98,0.0213415,0.059436,0.107143,6
1,2,1327,10,4,32.06,0.0203466,0.0241598,0.37037,7
1,1,639,2,4,74.4,0.0453834,0.116432,0.0689655,8
1,1,1818,6,0,17.48,0.0148515,0.00961496,0.222222,6
1,2,1144,5,2,15.87,0.0236014,0.0138724,0.185185,9
1,1,876,7,1,16.14,0.0308219,0.0184247,0.259259,6
1,1,995,7,4,98.4,0.0221106,0.0988945,0.318182,9
1,1,285,4,0,36.81,0.101754,0.129158,0.137931,6
1,1,762,0,2,14.08,0.0367454,0.0184777,0,8
1,2,738,9,2,32.23,0.0406504,0.0436721,0.3,8
1,1,793,10,0,48.71,0.035309,0.061425,0.357143,4
1,1,1696,8,5,49.39,0.0159198,0.0291215,0.296296,7
1,1,357,6,5,4.4,0.0728291,0.0123249,0.230769,3
1,2,1452,10,0,90.12,0.0179063,0.0620661,0.384615,6
1,1,1602,0,1,15.94,0.0137328,0.00995006,0,10
1,1,1807,6,1,95.66,0.0132817,0.0529386,0.25,3
1,1,822,7,5,89.22,0.0328467,0.10854,0.259259,2
1,1,1244,4,4,4.22,0.0217042,0.00339228,0.148148,9
1,1,1688,10,4,20.89,0.0177725,0.0123756,0.333333,5
1,2,1829,8,2,49.76,0.0142154,0.0272061,0.307692,9
1,1,1084,0,4,77.95,0.0221402,0.0719096,0,10
1,1,337,5,2,95.15,0.0890208,0.282344,0.166667,6
1,2,1249,6,5,96.49,0.0240192,0.0772538,0.2,4
1,1,1771,3,1,69.82,0.012987,0.0394241,0.130435,4
1,1,619,9,0,19.08,0.0436187,0.0308239,0.333333,3
1,1,1508,5,3,26.29,0.0172414,0.0174337,0.192308,2
1,1,1345,3,4,56.51,0.0215613,0.0420149,0.103448,6
1,1,1500,2,4,97.26,0.0173333,0.06484,0.0769231,7
1,1,1212,2,5,75.86,0.0239274,0.0625908,0.0689655,1
1,2,1764,9,2,82.56,0.0147392,0.0468027,0.346154,7
1,1,1764,5,0,72.79,0.0170068,0.0412642,0.166667,8
1,1,1037,1,3,24.09,0.0289296,0.0232305,0.0333333,3
1,1,1418,6,2,10.72,0.0155148,0.00755994,0.272727,10
1,1,916,4,2,47.41,0.0283843,0.0517576,0.153846,7
1,1,1199,9,5,27.61,0.0191827,0.0230275,0.391304,2
1,2,1502,7,5,64.97,0.0193076,0.0432557,0.241379,2
1,1,1275,11,1,8.18,0.0180392,0.00641569,0.478261,8
1,1,952,7,3,32.23,0.0315126,0.033855,0.233333,0
1,1,1309,9,5,55.59,0.0175707,0.0424675,0.391304,3
1,1,1745,6,5,46.06,0.0154728,0.0263954,0.222222,6
1,1,1329,0,1,3.03,0.0225734,0.00227991,0,4
1,1,981,5,3,36.62,0.0234455,0.0373293,0.217391,9
1,1,575,1,5,66.27,0.0521739,0.115252,0.0333333,10
1,1,1601,0,4,76.12,0.0168645,0.0475453,0,10
1,2,1330,11,3,38.04,0.0210526,0.0286015,0.392857,10
1,2,1312,7,0,53.29,0.0228659,0.0406174,0.233333,8
1,2,1353,9,4,24.27,0.0177384,0.0179379,0.375,10
1,1,1543,9,0,79.58,0.0194426,0.0515749,0.3,1
1,1,761,8,5,40.93,0.0315375,0.0537845,0.333333,8
1,2,1461,8,2,22.93,0.0171116,0.0156947,0.32,10
1,1,1306,9,3,37.23,0.0214395,0.0285069,0.321429,8
1,2,1438,7,5,19.99,0.0194715,0.0139013,0.25,9
1,1,1352,6,0,58.07,0.0192308,0.0429512,0.230769,10
1,1,740,11,0,46.47,0.0378378,0.0627973,0.392857,9
1,1,452,5,4,10.67,0.0663717,0.0236062,0.166667,4
1,1,212,10,0,0.98,0.132075,0.00462264,0.357143,10
1,2,909,11,3,95.81,0.0275028,0.105402,0.44,10
1,2,1128,10,5,7.78,0.0239362,0.00689716,0.37037,9
1,1,1781,8,0,96.58,0.0140371,0.054228,0.32,10
1,2,1278,11,0,22.38,0.0234742,0.0175117,0.366667,4
1,1,899,8,0,14.51,0.0333704,0.0161402,0.266667,3
1,2,457,10,3,25.1,0.0612691,0.0549234,0.357143,9
1,1,851,11,3,0.99,0.0293772,0.00116334,0.44,4
1,1,359,8,3,69.29,0.0752089,0.193008,0.296296,4
1,1,1790,11,3,12.3,0.0167598,0.00687151,0.366667,10
1,1,1815,2,0,6.15,0.014876,0.00338843,0.0740741,5
1,1,1775,2,0,11.36,0.016338,0.0064,0.0689655,5
1,1,1477,11,5,7.75,0.0128639,0.00524712,0.578947,10
1,1,1543,11,0,25.07,0.0142579,0.0162476,0.5,7
1,1,1367,11,2,36.99,0.0197513,0.0270593,0.407407,3
1,1,949,10,0,67.56,0.0295047,0.0711907,0.357143,5
1,2,1459,9,3,99.57,0.0185058,0.0682454,0.333333,4
1,1,1432,1,4,8.27,0.0209497,0.00577514,0.0333333,9
1,1,1309,8,2,78.27,0.0168067,0.0597937,0.363636,4
1,1,1407,0,5,44.97,0.0199005,0.0319616,0,7
1,1,689,6,5,61.37,0.0391872,0.0890711,0.222222,9
1,1,1562,3,5,14.43,0.0179257,0.00923816,0.107143,8
1,2,253,6,2,30.63,0.114625,0.121067,0.206897,9
1,1,1312,5,0,99.33,0.0213415,0.0757088,0.178571,8
1,1,286,8,3,42.85,0.0874126,0.149825,0.32,7
1,1,1580,6,4,76.44,0.0177215,0.0483797,0.214286,2
1,1,1547,0,5,0.32,0.0180995,0.000206852,0,5
1,1,881,6,5,77.75,0.0317821,0.088252,0.214286,7
1,1,1661,10,1,26.79,0.0114389,0.0161288,0.526316,4
1,2,818,6,4,76.78,0.0330073,0.0938631,0.222222,10
1,1,1811,6,2,20.35,0.0143567,0.0112369,0.230769,1
1,1,144,10,5,28.1,0.201389,0.195139,0.344828,9
1,1,1379,3,2,76.37,0.0181291,0.0553807,0.12,1
1,2,1697,8,4,88.79,0.0159104,0.0523217,0.296296,1
1,1,1308,10,4,82.69,0.0221713,0.0632187,0.344828,0
1,1,1593,7,3,34.54,0.0125549,0.0216824,0.35,9
1,1,1316,9,5,86.25,0.0174772,0.0655395,0.391304,10
1,1,889,8,2,36.51,0.0269966,0.0410686,0.333333,5
1,1,334,11,4,74.59,0.0808383,0.223323,0.407407,8
1,1,660,6,2,41.04,0.0363636,0.0621818,0.25,7
1,1,976,6,3,48.07,0.0286885,0.049252,0.214286,3
